Player_ID,Player_Name,Gender,Age,Country,Team,Position,Sport_Type,Match_ID,Tournament,Match_Date,Opponent_Team,Venue,City,Score,Assists,Goals,Wickets,Minutes_Played,Rating,Match_Fee,Bonus,Sponsorship_Amount,Ticket_Sales,Fan_ID,Ticket_Type,Payment_Mode,Feedback_Score,Coach_Name,Win_Status,Weather
P4644,Carlos,Female,33,Germany,Team E,Goalkeeper,Football,M61509,League,2021-01-05,Team E,Stadium 1,Sydney,116,8.0,0,1,88.0,9.31,3240.01,1669.25,9440.08,3829.29,F37313,VIP,online,2,Patel,Lose,Rainy
P5942,John,Female,41,Australia,Team E,Goalkeeper,Basketball,M52209,World Cup,2021-01-05,Team D,Court 4,New York,26,,4,0,85.0,5.6,2892.32,1790.74,9245.56,1972.37,F46621,VIP,cash,5,Anderson,Lose,Rainy
P2101,Liu,Other,21,Germany,Team C,Goalkeeper,Tennis,M72717,Friendly,2021-01-07,Team A,Arena 2,Delhi,47,0.0,2,2,18.0,6.66,4633.98,221.18,4753.25,3296.59,F52432,VVIP,Online,1,Patel,Yin,Rainy
P1752,Maria,Female,27,Brazil,Team E,Bowler,Cricket,M24934,League,2021-01-07,Team A,Stadium 1,New York,99,5.0,4,2,76.0,7.91,3343.24,228.03,2274.87,2057.55,F10939,VVIP,upi,5,Rahul,Draw,
P2257,Priya,Male,22,USA,Team A,Forward,Football,M17346,League,2021-01-07,Team C,Arena 2,New York,112,8.0,3,3,54.0,9.54,3122.59,649.6,6178.44,4332.51,F24953,VVIP,cash,5,Patel,Draw,Cloudy
P3396,Liu,Other,24,Germany,Team D,Goalkeeper,Tennis,M51272,Championship,2021-01-08,Team C,Stadium 1,Sydney,51,5.0,4,4,61.0,2.47,3824.57,311.95,6360.1,5698.3,F99255,VVIP,upi,4,Smith,Lose,Windy
P2274,Priya,Other,33,Brazil,Team E,Goalkeeper,Basketball,M52779,Friendly,2021-01-08,Team C,Stadium 1,London,83,0.0,1,1,68.0,5.79,2559.81,108.84,7709.17,5383.26,F76098,VIP,Online,3,Lee,Draw,Cloudy
P7143,Amit,Other,23,USA,Team A,Batsman,Tennis,M41565,World Cup,2021-01-08,Team E,Ground 3,Berlin,70,3.0,3,2,19.0,3.27,3478.9,1872.53,2437.01,695.54,F90971,Regular,Online,5,Anderson,Win,Sunny
P3476,Priya,Other,42,India,Team E,Bowler,Football,M13172,Friendly,2021-01-08,Team A,Arena 2,Berlin,47,4.0,2,0,65.0,3.97,3093.01,638.43,3080.39,581.09,F38336,Regular,upi,4,Smith,Xose,Rainy
P5520,Priya,Male,35,USA,Team A,Goalkeeper,Cricket,M48740,League,2021-01-08,Team D,Court 4,Berlin,67,8.0,0,3,76.0,8.22,4657.17,301.08,1001.36,3529.01,F88776,VIP,cash,2,Smith,Win,Cloudy
P9131,Carlos,Female,32,Germany,Team A,Bowler,Yricket,M27334,Championship,2021-01-09,Team C,Arena 2,New York,88,1.0,4,3,95.0,6.9,2110.57,984.94,1013.89,2828.53,F57578,VIP,cash,3,Anderson,Draw,Cloudy
P3841,Amit,Other,40,UK,Team E,Goalkeeper,Basketball,M20730,League,2021-01-09,Team C,Ground 3,Sydney,77,3.0,4,1,84.0,9.88,509.71,288.57,8364.33,1312.55,F48152,Regular,Online,1,Lee,Lose,Sunny
P6798,Maria,Other,29,India,Team E,Goalkeeper,Basketball,M32394,Friendly,2021-01-10,Team C,Stadium 1,New York,118,7.0,3,1,77.0,6.26,3899.87,385.21,1340.59,6814.37,F88323,,online,5,Brown,Draw,Rainy
P7554,Amit,Other,33,south africa,Team B,Forward,Football,M48746,World Cup,2021-01-10,Team E,Court 4,Sydney,98,5.0,4,1,37.0,4.85,2919.1,565.24,4866.16,8708.49,F39966,VIP,Online,2,Rahul,Win,Windy
P6926,Liu,Female,42,UK,Team D,Defender,Basketball,M36073,League,2021-01-11,Team D,Arena 2,Sydney,62,1.0,2,4,3.0,3.55,1186.67,65.22,5579.99,5226.94,F20089,Regular,cash,5,Smith,Lose,Cloudy
P3878,Carlos,Other,20,South Africa,Team C,Forward,Tennis,M25050,Friendly,2021-01-11,Team D,Court 4,New York,102,5.0,3,0,38.0,4.9,2700.14,830.4,4384.24,5857.21,F66177,VIP,online,5,Anderson,Lose,Cloudy
P1128,David,Male,38,South Africa,Team D,Goalkeeper,Cricket,M23398,World Cup,2021-01-12,Team B,Ground 3,Sydney,50,2.0,3,3,95.0,2.43,2966.25,255.66,1396.96,5570.3,F97759,VVIP,upi,3,Patel,Lose,Rainy
P2045,Maria,Female,36,USA,Team E,Defender,Tennis,M13803,League,2021-01-12,Team C,Ground 3,Berlin,124,6.0,1,0,98.0,2.33,2286.09,1125.35,1462.64,3478.84,F67698,VIP,Online,2,Lee,Lose,Windy
P5979,Mike,Female,32,UK,Team A,Forward,Cricket,M96359,Friendly,2021-01-12,Team A,Stadium 1,Sydney,144,,0,1,115.0,1.75,3147.89,30.85,5694.34,302.8,F57097,VVIP,cash,2,Anderson,Draw,Windy
P8457,Liu,Male,38,India,Team A,Goalkeeper,Basketball,M65148,Friendly,2021-01-13,Team A,Ground 3,London,90,4.0,1,1,98.0,2.1,4549.21,357.78,9043.44,8182.43,F87354,VIP,Online,2,Lee,Win,Rainy
P1960,Amit,Male,44,INDIA,Team A,Bowler,Cricket,M50356,World Cup,2021-01-13,Team C,Stadium 1,Berlin,132,0.0,0,4,,2.14,1787.12,1151.95,6634.31,168.21,F69428,Regular,cash,1,Lee,Draw,Rainy
P9797,Liu,Male,35,South Africa,Team B,Defender,Tennis,M47603,Championship,2021-01-14,Team D,Court 4,New York,121,4.0,4,2,28.0,9.41,4974.71,80.54,8505.09,6959.97,F66763,VVIP,Online,4,Patel,Xraw,Rainy
P4590,Maria,Male,25,USA,Team D,Forward,Football,M58730,League,2021-01-14,Team D,Stadium 1,New York,132,5.0,1,4,119.0,1.53,1087.07,961.89,7407.19,1508.99,F62106,VIP,cash,3,Smith,Lose,Sunny
P2808,Carlos,Other,44,South Africa,Team E,Batsman,Football,M90851,League,2021-01-14,Team B,Arena 2,London,127,3.0,1,2,32.0,1.73,4950.76,1012.39,1522.22,6221.16,F20056,VVIP,Online,4,Smith,Draw,Rainy
P7456,Priya,Male,17,Australia,Team C,Forward,Football,M97006,League,2021-01-14,Team A,Court 4,London,92,7.0,1,1,64.0,9.4,2650.15,321.57,2186.55,6512.78,F25455,VVIP,Online,2,Rahul,Win,Cloudy
P6857,Maria,Male,42,India,Team C,Batsman,Basketball,M31579,Championship,2021-01-15,Team C,Unspecified,New York,134,3.0,4,4,89.0,1.46,4667.96,483.48,6136.53,3706.32,F79735,Regular,online,4,Rahul,Draw,Windy
P6698,Amit,Other,34,Brazil,Team D,Forward,Xootball,M22588,World Cup,2021-01-16,Team A,Court 4,Sydney,86,4.0,0,1,27.0,7.2,3576.48,1954.15,3263.16,8924.77,F23388,,upi,1,Patel,,Rainy
P8234,Maria,,25,Australia,Team D,Batsman,Tennis,M43689,World Cup,2021-01-16,Team B,Ground 3,Berlin,145,4.0,3,1,2.0,8.46,2996.46,39.59,1594.57,7820.5,F26499,Regular,online,4,Smith,Lose,Rainy
P9923,Sara,Xemale,26,Australia,Team B,Defender,Cricket,M44396,World Cup,2021-01-16,Team C,Ground 3,Sydney,37,8.0,1,0,11.0,6.49,3501.26,687.03,8846.25,4311.38,F20295,Regular,cash,2,Patel,Lose,
P2684,Priya,Other,30,India,Team C,Defender,Cricket,M75305,Friendly,2021-01-16,Team D,Court 4,Sydney,30,4.0,1,0,5.0,7.28,4698.77,1119.23,3272.65,8149.46,F59920,Regular,cash,5,Brown,Draw,Cloudy
P2545,David,,34,GERMANY,Team C,Forward,Basketball,M24246,World Cup,2021-01-16,Team B,Ground 3,Delhi,119,0.0,3,2,80.0,1.24,2721.22,875.08,3028.33,8002.0,F97315,Regular,upi,2,Smith,Draw,Cloudy
P9535,Carlos,Other,16,Australia,Team D,Goalkeeper,Basketball,M54685,Friendly,2021-01-16,Team D,Ground 3,New York,13,7.0,2,2,20.0,8.16,4311.16,1932.92,6961.45,7335.87,F93953,VIP,cash,5,Anderson,Draw,Windy
P8308,Maria,Other,31,USA,Team C,Forward,Basketball,M36087,World Cup,2021-01-16,Team E,Arena 2,New York,56,1.0,1,2,108.0,8.62,4673.61,511.87,9917.68,7024.19,F22192,VVIP,online,1,Patel,Lose,Rainy
P6329,Liu,Other,26,South Africa,Team D,Bowler,Basketball,M69381,Championship,2021-01-16,Team B,Stadium 1,New York,45,5.0,0,4,63.0,4.81,700.39,923.79,2482.51,7635.25,F30918,VVIP,Online,2,Brown,Lose,Cloudy
P2636,Sara,Female,29,USA,Team D,Batsman,Football,M72334,World Cup,2021-01-17,Team E,Stadium 1,Sydney,68,3.0,2,1,11.0,3.2,1592.49,896.42,1993.07,4877.78,F69687,Regular,online,1,Smith,Win,Cloudy
P5325,Mike,Male,20,India,Team A,Bowler,Cricket,M10868,League,2021-01-17,Team B,Unspecified,Sydney,132,0.0,0,2,58.0,5.37,2422.34,1973.05,3138.23,1331.54,F88435,Regular,cash,5,Rahul,Draw,Rainy
P4274,Sara,Other,41,Brazil,Team D,Forward,Basketball,M81061,Championship,2021-01-17,Team C,Court 4,Sydney,130,3.0,2,4,118.0,6.51,1119.05,1693.28,8660.24,6824.47,F71442,,cash,1,Lee,,Cloudy
P2600,Mike,Female,27,uk,Team C,Defender,Cricket,M77947,Championship,2021-01-18,Team D,Arena 2,London,144,,2,2,50.0,8.44,4701.49,884.16,7672.06,9342.23,F21942,VVIP,Online,2,Lee,Win,
P9379,Maria,Female,36,Australia,Team B,Batsman,Basketball,M43251,World Cup,2021-01-18,Team A,Ground 3,Delhi,57,4.0,3,2,37.0,2.2,4327.85,1857.9,1023.39,2838.41,F97932,VIP,Online,5,Anderson,Win,Windy
P5620,Maria,,23,india,Team A,Goalkeeper,Basketball,M95262,Friendly,2021-01-18,Team C,Stadium 1,London,128,7.0,3,3,72.0,7.72,4031.9,1961.35,1274.53,7172.49,F86687,Regular,online,1,Smith,Yin,Rainy
P2849,Maria,Female,30,UK,Team B,Batsman,Cricket,M27775,Championship,2021-01-18,Team E,Ground 3,London,71,1.0,2,2,6.0,6.33,4061.09,83.28,2622.18,5901.44,F78809,VVIP,Online,3,Rahul,Lose,Windy
P1618,Carlos,Other,36,Brazil,Team A,Bowler,Basketball,M84172,Championship,2021-01-18,Team E,Ground 3,Sydney,5,6.0,4,0,119.0,5.11,2568.96,210.64,9716.58,9308.76,F87089,VIP,upi,1,Anderson,Lose,Rainy
P9788,David,Other,21,India,Team D,Bowler,Football,M47545,Championship,2021-01-18,Team B,Arena 2,Sydney,14,0.0,2,4,98.0,3.12,4388.47,526.69,5971.53,5536.74,F40231,Regular,Online,4,Patel,Lose,Sunny
P9498,Sara,Other,36,Brazil,Team E,Batsman,Cricket,M37738,Championship,2021-01-19,Team A,Stadium 1,London,27,8.0,2,1,56.0,2.9,4486.33,444.66,1615.49,9464.61,F12168,VIP,upi,4,Brown,Lose,Sunny
P7285,Maria,Other,20,USA,Team D,Forward,Football,M74950,League,2021-01-19,Team E,Arena 2,London,46,3.0,1,1,45.0,5.7,745.04,98.65,3444.87,1689.66,F89152,VIP,cash,4,Lee,Win,Windy
P1927,Carlos,Female,26,USA,Team E,Defender,Zootball,M25952,Friendly,2021-01-20,Team C,Ground 3,London,138,2.0,2,1,78.0,4.69,4177.51,1761.15,4478.53,2828.79,F54629,VIP,online,1,Patel,Win,Cloudy
P9192,Maria,Other,44,India,Team E,Goalkeeper,Tennis,M24642,Championship,2021-01-21,Team A,Arena 2,New York,30,7.0,3,0,10.0,2.41,921.53,15.07,2823.68,4326.05,F62460,VIP,cash,5,Lee,Lose,Sunny
P1436,Maria,Female,44,South Africa,Team A,Goalkeeper,Football,M27315,Friendly,2021-01-21,Team E,Ground 3,New York,77,7.0,4,3,19.0,7.98,3231.75,1903.49,6585.91,1374.13,F72869,VIP,cash,4,Anderson,Win,Cloudy
P5503,Mike,Female,41,USA,Team D,Bowler,Tennis,M95656,Championship,2021-01-21,Team B,Court 4,Sydney,115,9.0,4,0,10.0,9.2,1387.15,1863.86,9129.98,2468.38,F63312,VIP,upi,3,Lee,Win,Cloudy
P6876,John,Male,19,USA,Team A,Forward,Tennis,M71129,Championship,2021-01-21,Team A,Stadium 1,Sydney,26,0.0,0,4,,9.34,3323.13,1102.15,5700.88,9225.36,F39716,VVIP,upi,1,Anderson,Win,Cloudy
P5404,Maria,Female,33,Australia,Team C,Defender,Football,M64452,World Cup,2021-01-22,Team E,Stadium 1,Sydney,141,2.0,0,0,13.0,1.64,3262.72,796.23,2228.35,7937.9,F49031,VVIP,Online,3,Anderson,Draw,Windy
P6736,Sara,Male,31,Germany,Team A,Batsman,Tennis,M32375,League,2021-01-22,Team D,Arena 2,Delhi,144,4.0,4,2,108.0,8.35,3705.32,895.47,6094.45,5914.85,F77323,Regular,upi,5,Brown,Lose,Sunny
P9680,Mike,Male,22,Australia,Team E,Forward,Football,M10983,League,2021-01-22,Team C,Court 4,London,104,8.0,4,0,86.0,5.31,4745.1,1468.4,5955.14,2145.84,F23018,VIP,Online,3,Rahul,Win,Cloudy
P7442,Carlos,Male,21,UK,Team A,Bowler,Basketball,M38086,Championship,2021-01-22,Team D,Court 4,Sydney,41,6.0,3,3,76.0,3.28,4895.86,874.39,3125.82,5348.41,F43268,Regular,upi,5,Brown,Draw,Cloudy
P8724,Sara,Other,28,UK,Team D,Defender,Tennis,M70910,World Cup,2021-01-23,Team D,Stadium 1,Delhi,36,0.0,1,2,33.0,8.71,4090.1,723.12,8458.06,2042.87,F13747,VIP,upi,1,Brown,Win,Windy
P6409,Amit,Female,22,UK,Team D,Goalkeeper,Cricket,M51096,Championship,2021-01-23,Team E,Ground 3,Berlin,104,7.0,1,2,69.0,4.75,826.03,1.39,9924.1,2764.38,F32770,VIP,Online,1,Lee,Win,Rainy
P2959,Amit,Male,36,Brazil,Team A,Forward,Basketball,M31908,Championship,2021-01-24,Team C,Arena 2,New York,34,5.0,1,1,12.0,5.15,3839.26,417.94,8738.5,1340.29,F54065,Regular,Online,5,Patel,Lose,
P6558,Mike,Male,35,UK,Team B,Defender,Cricket,M62326,Friendly,2021-01-24,Team C,Ground 3,Delhi,1,5.0,1,0,78.0,6.95,1008.55,1990.29,1706.3,8698.75,F68625,VVIP,online,5,Smith,Win,Sunny
P5240,Carlos,Other,35,India,Team D,Bowler,Football,M31299,League,2021-01-25,Team E,Ground 3,London,141,7.0,1,0,2.0,2.13,1075.75,168.79,4484.35,3034.69,F30529,VIP,online,2,Anderson,Win,Sunny
P1971,Mike,Other,15,Germany,Team A,Batsman,Cricket,M45953,League,2021-01-25,Team A,Unspecified,New York,111,6.0,0,4,17.0,3.31,2983.66,1317.65,2876.46,2680.26,F66881,VIP,cash,4,Lee,Lose,Rainy
P1824,David,Male,19,Brazil,Team C,Forward,Zootball,M27998,World Cup,2021-01-25,Team E,Arena 2,Sydney,125,8.0,2,3,67.0,5.22,3885.38,635.54,9561.4,8167.0,F50531,Regular,online,3,Patel,Draw,Windy
P9499,Amit,Other,35,UK,Team D,Defender,Football,M15928,Championship,2021-01-25,Team B,Unspecified,London,10,6.0,4,1,92.0,9.0,2879.14,1420.83,9948.32,977.26,F64609,VIP,cash,3,Brown,Lose,Cloudy
P6730,Amit,Yther,17,South Africa,Team D,Defender,Football,M46656,League,2021-01-25,Team D,Unspecified,New York,116,4.0,3,1,91.0,5.43,4951.13,1307.58,5190.22,7866.93,F48017,VIP,cash,1,Smith,Win,Cloudy
P6666,John,Female,20,UK,Team C,Goalkeeper,Tennis,M43473,League,2021-01-26,Team B,Arena 2,New York,87,2.0,3,0,,2.01,2966.68,1135.03,2561.5,1158.21,F41399,,cash,4,Brown,Win,Rainy
P1757,John,Male,28,USA,Team A,Defender,Football,M79398,League,2021-01-26,Team B,Arena 2,Delhi,0,9.0,3,4,8.0,8.91,2816.84,147.31,9115.39,3472.56,F32184,VVIP,online,3,Lee,Win,
P6610,John,Other,40,USA,Team E,Goalkeeper,Cricket,M84936,League,2021-01-26,Team D,Ground 3,Berlin,125,5.0,0,1,118.0,2.71,1170.07,684.95,6226.67,1939.19,F68218,VVIP,online,3,Smith,Draw,Windy
P6600,David,Other,19,Brazil,Team B,Defender,Football,M64040,Championship,2021-01-27,Team D,Arena 2,Berlin,124,,4,1,83.0,7.68,4117.09,47.78,3109.81,6634.1,F39107,VIP,online,5,Rahul,Win,Sunny
P8086,Sara,Female,40,India,Team B,Batsman,Tennis,M74805,Championship,2021-01-27,Team B,Arena 2,Sydney,2,3.0,4,3,39.0,9.92,1452.54,330.25,9827.87,8129.75,F54625,VVIP,Online,3,Lee,Win,Windy
P1049,John,Male,41,Germany,Team A,Defender,Cricket,M63751,Championship,2021-01-27,Team E,Stadium 1,London,9,4.0,2,4,95.0,7.78,2544.76,1166.03,1203.89,4360.71,F55028,VIP,online,4,Brown,Lose,Rainy
P6816,Maria,Other,42,Germany,Team E,Batsman,Tennis,M50385,World Cup,2021-01-27,Team A,Arena 2,London,89,0.0,2,1,31.0,4.66,2438.8,1374.62,4742.06,7670.15,F74232,Regular,online,3,Rahul,Win,Sunny
P7064,Maria,Other,33,Brazil,Team A,Goalkeeper,Yricket,M90134,World Cup,2021-01-28,Team C,Arena 2,Sydney,25,4.0,3,3,45.0,5.72,3074.8,508.36,9157.76,267.55,F45025,VVIP,Online,4,Rahul,Lose,Windy
P1542,David,Male,31,USA,Team C,Batsman,Basketball,M98874,League,2021-01-28,Team B,Stadium 1,Delhi,133,6.0,2,3,97.0,6.7,2812.86,29.47,2990.73,4394.94,F56863,VVIP,online,4,Patel,Draw,Sunny
P3631,Sara,Other,15,south africa,Team D,Batsman,Tennis,M48552,Championship,2021-01-30,Team D,Stadium 1,Sydney,77,8.0,0,3,82.0,2.91,3155.6,579.48,3646.26,9587.65,F99196,Regular,online,1,Rahul,,Cloudy
P2466,Priya,Male,39,Germany,Team A,Batsman,Xootball,M46835,World Cup,2021-01-30,Team D,Stadium 1,Delhi,48,1.0,3,3,100.0,7.18,3360.08,1290.8,2081.26,2475.65,F44765,Regular,upi,4,Patel,Draw,Cloudy
P3420,Sara,Male,39,Australia,Team A,Defender,Football,M27057,Championship,2021-01-30,Team D,Arena 2,London,113,5.0,1,4,110.0,7.87,3897.64,1654.55,7618.89,3028.15,F37652,VVIP,Online,5,Patel,Draw,Cloudy
P9426,Liu,Male,35,Germany,Team A,Defender,Basketball,M33518,Friendly,2021-01-30,Team C,Arena 2,London,77,6.0,3,2,23.0,1.91,4757.8,148.43,5184.27,438.0,F77480,VIP,Online,1,Patel,Draw,Sunny
P6353,Maria,Male,27,India,Team D,Goalkeeper,Basketball,M79009,Friendly,2021-01-31,Team E,Ground 3,Berlin,12,7.0,2,3,80.0,2.87,3976.46,1948.39,5741.26,4407.29,F62051,VVIP,upi,1,Brown,Draw,Windy
P9573,Carlos,Other,16,India,Team D,Forward,Tennis,M50738,Friendly,2021-01-31,Team A,Ground 3,London,5,6.0,3,1,101.0,8.74,2008.4,138.92,1610.44,2393.56,F13511,VIP,upi,4,Lee,Draw,Sunny
P3934,Mike,Male,39,USA,Team E,Goalkeeper,Tennis,M23140,Friendly,2021-01-31,Team A,Stadium 1,New York,80,0.0,3,3,,4.94,4053.09,400.86,1990.54,8485.46,F40287,Regular,upi,3,Smith,Lose,Sunny
P5473,David,Female,23,Germany,Team D,Batsman,Basketball,M62631,Friendly,2021-01-31,Team C,Ground 3,Berlin,137,,1,2,97.0,8.59,2205.95,928.39,6811.37,6463.34,F58673,Regular,online,5,Smith,Draw,Rainy
P3323,John,Other,37,UK,Team B,Defender,Tennis,M78986,Championship,2021-02-01,Team C,Stadium 1,London,53,3.0,1,0,23.0,2.81,4807.82,1977.66,4836.48,4889.15,F84766,Regular,cash,2,Brown,Yose,Sunny
P4328,Amit,Male,25,India,Team E,Defender,Tennis,M50889,Friendly,2021-02-01,Team A,Court 4,Delhi,26,0.0,3,3,97.0,3.02,4190.78,1898.99,9406.43,2615.72,F19872,Regular,online,2,Anderson,Draw,Windy
P4384,Sara,Female,34,USA,Team A,Forward,Football,M41165,Friendly,2021-02-01,Team B,Arena 2,London,37,8.0,1,3,47.0,1.18,1494.62,402.5,4656.91,2650.02,F69337,Regular,upi,3,Anderson,Draw,Rainy
P3676,Priya,Female,27,Brazil,Team A,Forward,Basketball,M94786,League,2021-02-02,Team B,Ground 3,Berlin,113,7.0,3,2,60.0,4.3,4331.59,1927.84,4124.47,9708.28,F37940,VVIP,Online,1,Brown,Win,Windy
P1340,Liu,Female,44,India,Team E,Batsman,Cricket,M72751,League,2021-02-02,Team E,Court 4,Berlin,94,6.0,0,2,28.0,1.02,2287.3,1637.33,6001.8,2973.92,F87687,VIP,cash,2,Lee,Win,Windy
P2461,David,Female,31,Germany,Team B,Defender,Basketball,M54018,World Cup,2021-02-02,Team E,Ground 3,New York,123,4.0,0,2,44.0,3.14,3525.17,1889.17,3851.09,7124.64,F79552,Regular,Online,2,Lee,Win,Rainy
P9621,Priya,Male,23,Brazil,Team C,Defender,Tennis,M96312,Championship,2021-02-02,Team D,Ground 3,Berlin,6,4.0,1,4,,8.65,2389.05,1326.42,1660.02,5602.51,F67898,Regular,upi,2,Brown,Lose,Windy
P1982,David,Other,17,Australia,Team E,Batsman,Tennis,M81373,League,2021-02-02,Team C,Arena 2,London,21,0.0,1,2,54.0,1.54,1851.88,1301.7,3158.78,7610.76,F99533,,Online,5,Anderson,Draw,
P3170,Liu,Male,26,Brazil,Team C,Batsman,Basketball,M29467,Championship,2021-02-03,Team B,Arena 2,London,90,4.0,4,1,46.0,9.13,3106.59,936.28,5555.22,9609.71,F93048,VIP,online,1,Brown,Draw,Rainy
P9061,Maria,Female,18,USA,Team D,Defender,Football,M55635,World Cup,2021-02-03,Team E,Arena 2,Delhi,79,1.0,1,0,27.0,9.75,3656.01,1085.48,5348.98,7821.78,F17493,VIP,Online,2,Brown,Lose,Windy
P2601,Maria,Male,19,uk,Team A,Goalkeeper,Football,M97718,World Cup,2021-02-03,Team B,Unspecified,Berlin,116,2.0,3,0,66.0,5.22,4858.09,762.93,3265.75,8257.35,F63048,VVIP,cash,2,Anderson,,Rainy
P7824,Mike,Male,33,India,Team A,Defender,Tennis,M12866,Championship,2021-02-03,Team D,Arena 2,Sydney,109,8.0,2,0,108.0,2.34,2782.49,400.58,4875.57,2204.18,F57948,VIP,cash,3,Anderson,Win,
P5840,David,Male,40,India,Team A,Bowler,Cricket,M46974,Friendly,2021-02-03,Team B,Stadium 1,Delhi,96,5.0,1,0,2.0,2.23,896.36,319.19,8258.19,3113.49,F10841,Regular,Online,5,Lee,Lose,Sunny
P2449,Carlos,,24,Australia,Team D,Goalkeeper,Cricket,M42376,World Cup,2021-02-03,Team E,Court 4,Delhi,145,8.0,1,3,49.0,3.59,4028.66,1414.66,2991.89,355.64,F57052,Regular,online,4,Smith,Draw,Windy
P3064,Liu,Other,18,USA,Team D,Bowler,Football,M83172,Championship,2021-02-04,Team A,Arena 2,New York,74,0.0,1,4,111.0,9.71,1058.74,778.81,4460.48,6494.65,F69648,VVIP,Online,2,Smith,Lose,Windy
P3900,John,Male,31,South Africa,Team B,Defender,Tennis,M93203,Championship,2021-02-04,Team D,Ground 3,London,28,9.0,1,1,2.0,7.87,1063.69,1552.27,7072.82,5491.0,F17810,VVIP,upi,3,Rahul,Win,Cloudy
P5295,Mike,Female,29,USA,Team A,Forward,Basketball,M32221,Friendly,2021-02-05,Team C,Arena 2,Sydney,29,6.0,3,0,,1.28,2742.78,1786.16,8054.38,4613.67,F74558,,upi,4,Anderson,Lose,Cloudy
