Player_ID,Player_Name,Gender,Age,Country,Team,Position,Sport_Type,Match_ID,Tournament,Match_Date,Opponent_Team,Venue,City,Score,Assists,Goals,Wickets,Minutes_Played,Rating,Match_Fee,Bonus,Sponsorship_Amount,Ticket_Sales,Fan_ID,Ticket_Type,Payment_Mode,Feedback_Score,Coach_Name,Win_Status,Weather
P7201,Mike,Female,42,Germany,Team D,Defender,Tennis,M32594,World Cup,2024-11-08,Team B,Stadium 1,Delhi,28,0.0,0,0,56.0,7.2,4115.45,1041.16,1991.27,230.51,F29132,Regular,UPI,4,Smith,Win,Sunny
P2291,Maria,Male,30,South Africa,Team C,Goalkeeper,Tennis,M86918,Championship,2022-05-19,Team C,Court 4,London,50,4.0,0,1,99.0,2.81,3906.14,382.55,8952.27,7684.33,F41479,VVIP,Cash,5,Anderson,Draw,Cloudy
P5803,Liu,Male,29,Brazil,Team B,Bowler,Basketball,M90567,World Cup,2022-08-15,Team E,Stadium 1,Sydney,13,0.0,4,1,63.0,2.76,4969.59,1665.89,2230.31,6702.64,F27501,VIP,upi,2,Lee,Win,Sunny
P6925,David,Male,44,USA,Team D,Goalkeeper,Tennis,M70429,World Cup,2021-09-26,Team C,,Delhi,68,9.0,1,3,4.0,8.93,2078.78,335.93,1807.33,5254.69,F16252,VIP,Online,2,Anderson,Lose,
P4150,Mike,Female,44,India,Team B,Forward,Zasketball,M67763,World Cup,2023-10-06,Team B,Arena 2,London,145,8.0,1,2,17.0,2.02,1060.85,579.95,9673.79,5754.31,F13461,VIP,Online,3,Anderson,Lose,Sunny
P2139,Carlos,Female,29,South Africa,Team E,Defender,Football,M61474,Friendly,2021-09-15,Team E,Stadium 1,Berlin,56,3.0,3,0,71.0,7.17,3080.62,1155.2,6070.09,9334.32,F71731,Regular,Credit Card,2,Smith,Lose,Rainy
P1750,Mike,Other,44,Australia,Team D,Goalkeeper,Tennis,M67644,League,2025-09-06,Team B,Ground 3,Delhi,11,8.0,2,1,12.0,5.8,3937.96,246.45,8433.04,9076.3,F57840,VVIP,Cash,5,Lee,,Windy
P4733,Carlos,Xale,33,Brazil,Team E,Defender,Cricket,M77270,Championship,2025-01-09,Team A,Arena 2,Berlin,16,1.0,0,0,104.0,4.79,1786.07,1249.23,5232.31,7948.24,F69624,VIP,Credit Card,3,Rahul,Win,Sunny
P5741,Liu,Male,26,India,Team D,Goalkeeper,Tennis,M43583,League,2024-09-07,Team B,Arena 2,London,29,6.0,1,1,73.0,4.96,1562.93,1888.45,4920.78,3428.64,F20428,VIP,Credit Card,1,Brown,Lose,Windy
P2307,Liu,,37,South Africa,Team E,Forward,Football,M87934,Championship,2021-12-06,Team C,,Sydney,87,1.0,3,4,35.0,9.51,4111.05,1383.07,9204.49,1161.74,F54450,VIP,Online,4,Rahul,Draw,Sunny
P4814,Priya,Male,34,UK,Team A,Goalkeeper,Football,M25717,League,2024-10-09,Team D,Ground 3,Delhi,98,3.0,3,4,18.0,8.75,3891.75,1625.57,9908.85,3282.17,F20545,Regular,UPI,5,Anderson,win,Rainy
P2654,Liu,Male,39,USA,Team B,Defender,Cricket,M98956,World Cup,2025-08-09,Team D,,Delhi,22,5.0,3,0,30.0,8.78,1415.26,876.99,6566.79,7544.43,F56086,Regular,Online,2,Smith,Lose,Windy
P7227,Priya,Female,17,USA,Team D,Goalkeeper,Basketball,M89623,Championship,2022-03-27,Team A,Stadium 1,New York,128,1.0,2,3,99.0,4.66,4411.72,730.63,9263.7,6148.91,F66599,VIP,Credit Card,3,Anderson,Yraw,Sunny
P5554,Sara,Female,19,India,Team A,Goalkeeper,Cricket,M29869,World Cup,2025-09-28,Team D,Stadium 1,Delhi,78,1.0,1,3,92.0,1.96,1106.28,657.21,8764.47,7085.16,F91110,VIP,ONLINE,2,Patel,Lose,Sunny
P8428,Sara,Male,33,Brazil,Team E,Batsman,Yennis,M65008,Friendly,2025-07-15,Team B,Ground 3,Delhi,31,1.0,4,1,108.0,9.98,991.58,1320.93,5896.09,1142.76,F67731,VVIP,Online,1,Lee,Win,Cloudy
P6977,Sara,Female,21,Brazil,Team C,Batsman,TENNIS,M16857,League,2022-12-10,Team A,Ground 3,Delhi,8,2.0,4,4,22.0,2.31,2079.98,1037.07,9469.93,1668.62,F25821,Regular,Credit Card,2,Lee,Draw,Windy
P3664,Sara,Female,35,India,Team B,Forward,Football,M33466,World Cup,2024-07-05,Team E,Court 4,Delhi,14,4.0,3,4,31.0,5.64,4489.4,944.64,2890.51,6676.77,F49111,Regular,UPI,2,Lee,Draw,Cloudy
P7065,John,Male,23,UK,Team E,Forward,Cricket,M34495,Friendly,,Team D,Court 4,Sydney,26,,3,0,,3.38,3629.48,201.49,8963.61,3780.83,F29968,VVIP,Online,4,Smith,Lose,Cloudy
P6820,Liu,male,21,South Africa,Team D,Defender,Cricket,M90875,League,2025-01-25,Team A,Ground 3,London,108,5.0,2,0,10.0,5.6,2276.23,1346.75,3784.21,3754.96,F97556,VVIP,Cash,2,Anderson,draw,Cloudy
P4432,Sara,Other,32,UK,Team E,Batsman,Basketball,M85692,Friendly,2023-05-08,Team C,,Berlin,75,8.0,3,3,65.0,3.74,1207.63,1450.77,1274.64,3987.33,F25833,VIP,Online,4,Anderson,DRAW,Rainy
P5374,Maria,male,18,UK,Team B,Goalkeeper,Tennis,M62794,Friendly,2025-02-27,Team E,Ground 3,Delhi,147,9.0,1,3,95.0,9.07,3710.64,392.4,8083.79,7979.8,F97570,Regular,Online,3,Anderson,Draw,Sunny
P2169,Carlos,Male,39,USA,Team B,Goalkeeper,Cricket,M20329,Friendly,2025-03-14,Team C,Ground 3,London,64,4.0,3,3,4.0,9.72,3196.16,1519.41,9370.16,7020.63,F68485,,Credit Card,1,Smith,Lose,Sunny
P3803,Sara,Male,42,GERMANY,Team E,Bowler,Football,M37170,World Cup,2022-08-27,Team C,Ground 3,Delhi,108,5.0,3,2,94.0,4.69,4944.57,1758.79,2951.04,1149.75,F28979,VIP,Yredit Yard,4,Lee,Xraw,Windy
P9751,Maria,Female,28,South Africa,Team E,Defender,Cricket,M89045,League,2023-04-09,Team A,Ground 3,London,128,9.0,1,4,12.0,1.63,3945.02,349.25,5806.77,3509.14,F38620,VIP,Credit Card,2,Patel,Lose,Windy
P5010,Carlos,Female,32,South Africa,Team B,Goalkeeper,Football,M71465,League,2021-02-23,Team C,Court 4,Delhi,9,7.0,0,4,85.0,6.97,959.56,904.08,7744.12,6770.94,F35905,VVIP,UPI,3,Anderson,Win,Rainy
P3677,John,Other,40,South Africa,Team B,Batsman,Football,M22725,League,2022-11-02,Team A,Arena 2,London,46,2.0,4,0,63.0,4.39,3776.97,1752.37,3984.61,9763.68,F13121,VVIP,Credit Card,4,Lee,Win,Rainy
P8573,Priya,Female,23,South Africa,Team D,Defender,Cricket,M29991,World Cup,2021-09-02,Team A,Court 4,Berlin,122,1.0,3,4,34.0,9.87,1658.51,974.6,2322.27,9131.31,F73119,VVIP,Cash,4,Smith,Win,Sunny
P7216,Liu,Other,40,India,Team E,Batsman,Tennis,M23967,World Cup,2025-04-15,Team E,Arena 2,Sydney,58,2.0,1,0,82.0,1.8,4828.53,1630.51,4530.21,2557.91,F30623,VVIP,Online,3,Smith,Draw,Cloudy
P5422,Amit,Other,35,India,Team A,Defender,Football,M98708,World Cup,2021-04-22,Team C,Ground 3,London,95,8.0,4,2,28.0,2.07,586.73,431.51,5109.13,753.73,F48116,Regular,UPI,1,Patel,Lose,Cloudy
P4598,Amit,male,16,Germany,Team E,Goalkeeper,Football,M21360,Friendly,2025-08-15,Team C,Arena 2,London,102,5.0,2,3,22.0,7.29,1572.58,127.86,7679.99,5775.31,F73903,VVIP,UPI,3,Lee,WIN,Rainy
P6313,Maria,Zemale,34,Australia,Team C,Defender,Basketball,M60295,World Cup,2023-10-24,Team B,Arena 2,Delhi,123,9.0,0,2,82.0,7.83,2745.49,118.93,2788.15,4121.88,F37809,VVIP,Online,1,Rahul,Win,Cloudy
P1916,Carlos,Other,42,Xrazil,Team D,Forward,Football,M99831,Friendly,2022-08-25,Team C,Ground 3,Sydney,85,3.0,3,3,79.0,5.24,855.81,1944.71,8336.01,1915.56,F39836,Regular,Cash,1,Rahul,Lose,Windy
P4752,Liu,Other,29,Germany,Team A,Goalkeeper,Basketball,M50678,World Cup,2022-10-17,Team D,Stadium 1,Delhi,145,9.0,0,3,94.0,3.5,2048.28,329.44,5519.61,6551.31,F75886,VVIP,Cash,2,Brown,Draw,Cloudy
P1525,Sara,MALE,42,South Africa,Team D,Forward,Tennis,M33430,Championship,2022-05-09,Team B,Arena 2,London,111,2.0,3,0,15.0,3.79,2737.56,1729.78,9135.01,1687.47,F91110,VVIP,Cash,4,Smith,Lose,Windy
P6168,Amit,Male,21,USA,Team E,Goalkeeper,Football,M81546,Friendly,2023-08-03,Team B,Court 4,New York,26,1.0,3,3,25.0,4.04,2511.2,631.46,6092.07,3579.67,F92927,VVIP,Online,3,Lee,Lose,Rainy
P7572,Maria,Other,26,UK,Team B,Forward,Football,M93082,World Cup,2023-05-08,Team B,Arena 2,Sydney,17,3.0,3,2,2.0,3.03,2572.63,80.18,5021.69,7966.22,F30642,VIP,Cash,1,Smith,,Cloudy
P5386,Sara,Male,43,Brazil,Team A,Forward,Basketball,M25034,Championship,2022-11-11,Team D,Court 4,New York,81,8.0,0,1,22.0,8.66,4455.6,481.95,3581.14,6874.56,F13143,VIP,Online,3,Rahul,Lose,
P2084,David,Male,22,Australia,Team A,Bowler,Basketball,M79189,World Cup,2022-12-25,Team E,Ground 3,Delhi,71,3.0,2,0,56.0,1.59,2773.81,1010.99,1956.18,6110.51,F33981,Regular,Online,4,Patel,Win,Cloudy
P4456,Maria,Other,29,Brazil,Team B,Goalkeeper,Basketball,M22025,Championship,2022-05-27,Team C,Arena 2,Sydney,53,4.0,1,3,8.0,4.67,4734.71,213.54,4345.33,9315.18,F32132,VVIP,Credit Card,3,Anderson,Lose,Rainy
P6155,Liu,Female,17,UK,Team A,Goalkeeper,Tennis,M24339,World Cup,2024-06-18,Team E,Ground 3,London,70,,1,3,50.0,7.73,1164.79,1844.33,4722.61,1341.54,F17693,VIP,Cash,5,Patel,Lose,Rainy
P4483,Liu,Other,28,USA,Team C,Bowler,Cricket,M44486,Friendly,2021-12-24,Team C,Arena 2,Sydney,145,1.0,2,4,87.0,1.03,1761.15,1799.77,6114.58,6940.53,F56713,VVIP,Credit Card,3,Lee,Draw,Rainy
P9179,John,Zemale,31,USA,Team D,Forward,Basketball,M46468,League,2023-08-26,Team E,Ground 3,Sydney,37,2.0,2,0,,8.9,3454.32,298.29,8738.66,1261.55,F77987,Regular,Online,1,Patel,Lose,Sunny
P7482,David,Male,18,Australia,Team C,Defender,Football,M74039,World Cup,2023-01-21,Team A,Ground 3,Sydney,136,5.0,3,0,77.0,7.36,1774.05,1474.22,5174.33,1450.11,F50959,,Cash,2,Patel,Draw,Windy
P8517,Amit,Other,32,Australia,Team C,Forward,Basketball,M41480,Championship,2022-03-31,Team D,Stadium 1,Delhi,34,6.0,3,2,91.0,1.66,2062.74,921.42,3828.56,5113.62,F67087,VVIP,Cash,5,Rahul,Lose,Windy
P3340,Carlos,,22,Germany,Team A,Forward,Basketball,M76341,Championship,2024-07-18,Team A,Arena 2,London,81,3.0,1,1,23.0,9.05,4554.63,1964.25,8859.33,338.69,F50903,VVIP,ONLINE,2,Anderson,Draw,
P5339,Priya,OTHER,18,Brazil,Team C,Batsman,Basketball,M48698,League,2023-10-04,Team B,Arena 2,Delhi,132,0.0,3,2,106.0,5.39,2923.52,110.81,7605.26,5059.88,F15770,VIP,Cash,2,Lee,Draw,Rainy
P3287,Priya,Other,16,Germany,Team E,Goalkeeper,Cricket,M80000,Friendly,2023-01-04,Team B,Arena 2,Sydney,141,6.0,3,2,49.0,6.87,2005.97,942.07,3763.27,193.84,F95863,VVIP,Credit Card,4,Rahul,Xose,Rainy
P5040,Priya,Other,44,USA,Team E,Bowler,Cricket,M38597,Friendly,2024-11-05,Team A,Stadium 1,London,3,8.0,2,2,51.0,8.94,3995.2,570.95,2502.51,6063.91,F76067,Regular,Online,2,Brown,Win,Windy
P9830,Priya,Female,20,Germany,Team D,Forward,Cricket,M39591,World Cup,2024-11-24,Team D,Court 4,Berlin,149,0.0,0,1,70.0,8.93,817.99,1452.76,3619.25,3188.9,F43979,VVIP,UPI,2,Brown,Draw,Windy
P5304,Liu,Female,36,India,Team E,Batsman,Cricket,M93359,Friendly,2021-05-23,Team A,Court 4,Berlin,22,0.0,4,2,37.0,4.68,3036.48,222.27,2112.74,924.32,F44367,VIP,Online,3,Patel,Lose,Rainy
P8019,Amit,Female,24,UK,Team E,Batsman,BASKETBALL,M31835,Championship,2025-08-17,Team C,Arena 2,London,47,0.0,4,0,43.0,3.14,948.51,1256.22,9130.75,7830.33,F26000,VIP,credit card,5,Brown,Lose,
P7543,John,Male,18,Brazil,Team D,Bowler,Basketball,M66854,Friendly,2022-12-04,Team A,Court 4,London,147,9.0,3,1,88.0,3.32,1295.83,1896.12,6505.54,3960.26,F82474,Regular,UPI,5,Patel,draw,Cloudy
P6930,Liu,Male,36,germany,Team C,Bowler,Football,M90053,World Cup,2022-07-17,Team D,Ground 3,Delhi,124,6.0,3,3,55.0,7.89,781.0,907.76,8771.61,4495.8,F10646,Regular,Cash,3,Brown,Draw,Rainy
P4593,John,Other,43,Australia,Team E,Forward,Cricket,M38361,League,,Team E,Arena 2,Berlin,54,8.0,4,4,65.0,9.36,4557.57,908.46,8383.25,3807.34,F68478,Regular,UPI,1,Rahul,DRAW,Rainy
P3266,John,Male,32,India,Team B,Defender,Cricket,M93545,Championship,2022-02-07,Team D,Ground 3,Delhi,67,2.0,2,4,44.0,1.65,716.92,991.4,2379.12,927.94,F11541,VVIP,Credit Card,5,Brown,Win,Sunny
P9348,John,Male,40,Brazil,Team E,Forward,Tennis,M38720,World Cup,2025-02-02,Team E,Arena 2,Sydney,87,7.0,4,0,51.0,1.14,2823.87,831.42,4987.01,4653.18,F85783,Regular,Online,5,Smith,Draw,Windy
P9085,Mike,Female,26,Australia,Team D,Bowler,Football,M19546,Championship,2024-01-19,Team C,Arena 2,London,0,8.0,4,4,0.0,8.41,1512.4,894.95,9748.57,6687.84,F91732,VVIP,Credit Card,5,Patel,Lose,Cloudy
P2489,David,Male,16,Australia,Team C,Batsman,Tennis,M57984,World Cup,,Team A,,Sydney,134,2.0,4,4,86.0,4.48,2226.15,926.48,3104.15,9043.42,F89837,VIP,Online,4,Anderson,,Cloudy
P1771,Carlos,Other,24,India,Team E,Bowler,Tennis,M18997,Championship,2021-02-12,Team A,Ground 3,New York,94,2.0,3,4,110.0,3.49,2721.45,1996.13,1452.15,7661.65,F18729,VIP,Online,5,Brown,Lose,Cloudy
P2796,David,Other,44,UK,Team B,Goalkeeper,Football,M48320,World Cup,2022-02-04,Team B,Arena 2,London,139,0.0,3,3,115.0,2.7,2525.27,232.87,4114.09,884.96,F79445,VVIP,Cash,1,Rahul,Win,Rainy
P3504,David,Male,18,Australia,Team B,Batsman,Xootball,M92155,World Cup,,Team D,Stadium 1,Delhi,105,1.0,4,4,103.0,4.12,3866.39,570.64,5598.51,1741.46,F40312,Regular,Online,5,Lee,Draw,Cloudy
P3621,Mike,Female,28,South Africa,Team A,Goalkeeper,Basketball,M14927,Friendly,2023-08-04,Team A,Stadium 1,London,132,6.0,3,2,81.0,9.74,4603.47,421.57,1502.9,543.78,F52257,VVIP,UPI,1,Lee,Win,Rainy
P7916,Liu,Other,30,UK,Team E,Batsman,Cricket,M63520,League,2022-02-08,Team D,Court 4,Sydney,107,2.0,4,0,63.0,9.79,1851.22,1088.38,4840.06,1281.96,F25228,VVIP,Cash,5,Lee,draw,Cloudy
P2040,Amit,Female,29,Brazil,Team B,Goalkeeper,Tennis,M47192,Friendly,2024-09-14,Team D,Stadium 1,Berlin,41,6.0,2,0,110.0,3.98,610.43,5.62,3280.71,4857.22,F32766,VVIP,upi,1,Smith,Zin,Sunny
P7304,Carlos,Other,22,Australia,Team E,Goalkeeper,Football,M84852,Friendly,2022-05-24,Team B,,Berlin,101,4.0,3,0,7.0,9.67,4522.75,1842.2,2909.06,2275.43,F71179,VIP,UPI,3,Anderson,Lose,Sunny
P7252,Liu,Xale,28,UK,Team A,Goalkeeper,Basketball,M77739,Championship,2021-10-10,Team D,Court 4,Delhi,123,9.0,0,3,97.0,3.7,4904.53,1062.24,3375.16,6514.57,F24973,VIP,Credit Card,5,Lee,Lose,Rainy
P8668,Amit,Zemale,37,India,Team B,Goalkeeper,Football,M45067,Championship,2025-02-10,Team B,Arena 2,London,139,7.0,3,3,42.0,8.69,2450.08,1792.15,1948.59,420.43,F92839,Regular,Online,1,Lee,Win,Rainy
P9669,Liu,Xther,42,SOUTH AFRICA,Team A,Batsman,Cricket,M76855,Championship,2024-02-01,Team D,Arena 2,Delhi,102,4.0,2,4,7.0,2.91,2551.05,689.93,1689.83,8586.74,F29784,Regular,ONLINE,4,Rahul,Win,Rainy
